,epic_name,tm_name,epic_candname,pl_name,ra,ra_err,ra_str,dec,dec_err,dec_str,k2c_disp,k2c_refdisp,k2c_reflink,k2c_note,k2c_recentflag,k2_campaign_str,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_rad,st_raderr1,st_raderr2,st_radlim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_kep,st_keperr,st_keplim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_us,st_userr,st_uslim,st_gs,st_gserr,st_gslim,st_rs,st_rserr,st_rslim,st_is,st_iserr,st_islim,st_zs,st_zserr,st_zslim,st_j2,st_j2err,st_j2lim,st_h2,st_h2err,st_h2lim,st_k2,st_k2err,st_k2lim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_bmvj,st_bmvjerr,st_bmvjlim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,pl_fppprob,pl_fppproblim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_tranflag
872,EPIC 205916793,2MASS J22321299-1732384,EPIC 205916793.01,K2-54 b,338.05419900000004,0.0,22h32m13.01s,-17.543995000000002,0.0,-17d32m38.4s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3,,,,,,,,,3798.0,113.0,-113.0,0.0,4.89,0.06,-0.06,0.0,,,,,,0.38,0.05,-0.05,0.0,,,,,13.440999999999999,,0,15.432,0.02,0.0,14.042,0.01,0.0,,,,14.827,0.02,0.0,13.457,0.02,0.0,12.847000000000001,0.01,0.0,,,,11.85,0.037000000000000005,0.0,11.231,0.044000000000000004,0.0,11.075,0.043,0.0,,,,,,,,,,,,,1.39,0.022000000000000002,0.0,0.619,0.057,0.0,0.156,0.062,0.0,0.775,0.057,0.0,7.400000000000001e-06,0.0,9.7843,0.0014,-0.0014,0,2456982.936,0.053,-0.053,0.0,,,,,0.115,0.0075,-0.0075,0.0,,,,,,,,,,,,,0.0272,0.0026,-0.0026,0.0,0.10300000000000001,0.017,-0.017,0.0,1.15,0.19,-0.19,0.0,,,,,1.0
873,EPIC 205924614,2MASS J22150046-1715025,EPIC 205924614.01,K2-55 b,333.751923,0.0,22h15m00.46s,-17.250708,0.0,-17d15m02.5s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,3,,,,,,,,,4456.0,148.0,-148.0,0.0,4.67,0.05,-0.05,0.0,,,,,,0.63,0.05,-0.05,0.0,,,,,13.087,,0,14.745999999999999,0.05,0.0,13.546,0.02,0.0,,,,14.225999999999999,0.02,0.0,13.015,0.04,0.0,12.599,0.14,0.0,,,,11.23,0.023,0.0,10.615,0.024,0.0,10.470999999999998,0.025,0.0,10.424000000000001,0.023,0.0,10.497,0.022000000000000002,0.0,10.302,0.08199999999999999,0.0,8.372,,-1.0,1.2,0.054000000000000006,0.0,0.615,0.033,0.0,0.14400000000000002,0.035,0.0,0.759,0.034,0.0,1.7000000000000001e-09,0.0,2.849258,3.3e-05,-3.3e-05,0,2456983.42298,0.0004,-0.0004,0.0,,,,,0.08358,0.0009199999999999999,-0.0009199999999999999,0.0,,,,,,,,,,,,,0.0552,0.0013,-0.0013,0.0,0.341,0.028999999999999998,-0.028999999999999998,0.0,3.82,0.32,-0.32,0.0,,,,,1.0
874,EPIC 210659688,2MASS J03421931+1748023,EPIC 210659688.01,,55.580479000000004,0.0,03h42m19.31s,17.800665,0.0,+17d48m02.4s,CANDIDATE,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,4,,,,,,,,,3655.0,128.0,-128.0,0.0,5.01,0.05,-0.05,0.0,,,,,,0.27,0.05,-0.05,0.0,,,,,16.499000000000002,,0,,,,,,,20.965999999999998,0.087,0.0,18.479,0.006999999999999999,0.0,16.989,0.004,0.0,15.65,0.004,0.0,14.935,0.004,0.0,13.57,0.026000000000000002,0.0,12.936,0.026000000000000002,0.0,12.694,0.028999999999999998,0.0,,,,,,,,,,,,,,,,0.634,0.037000000000000005,0.0,0.242,0.039,0.0,0.8759999999999999,0.039,0.0,0.25,0.0,2.35771,0.00011,-0.00011,0,2457065.0207,0.0016,-0.0016,0.0,,,,,0.0146,0.0154,-0.0154,0.0,,,,,,,,,,,,,0.104,0.055,-0.055,0.0,0.27,0.16,-0.16,0.0,3.0,1.8,-1.8,0.0,,,,,1.0
875,EPIC 210666756,,EPIC 210666756.01,,58.435825,0.0,03h53m44.60s,17.898865,0.0,+17d53m55.9s,CANDIDATE,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,4,,,,,,,,,5728.0,275.0,-275.0,0.0,4.43,0.14,-0.14,0.0,,,,,,1.02,0.22,-0.22,0.0,,,,,12.735,,0,13.955,0.04,0.0,13.275,0.36,0.0,,,,13.477,0.02,0.0,12.722000000000001,0.02,0.0,12.417,0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.36200000000000004,0.0,,,,,,,,,,0.013000000000000001,0.0,1.396291,8.2e-05,-8.2e-05,0,2457066.1862,0.0022,-0.0022,0.0,,,,,0.041710000000000004,0.00325,-0.00325,0.0,,,,,,,,,,,,,0.0167,0.0015,-0.0015,0.0,0.16899999999999998,0.039,-0.039,0.0,1.89,0.44,-0.44,0.0,,,,,1.0
876,EPIC 210707130,2MASS J03575144+1827551,EPIC 210707130.01,K2-85 b,59.46439399999999,0.0,03h57m51.45s,18.465254,0.0,+18d27m54.9s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,4,,,,,,,,,4268.0,122.0,-122.0,0.0,4.78,0.06,-0.06,0.0,,,,,,0.51,0.04,-0.04,0.0,,,,,12.099,,0,13.804,0.02,0.0,12.831,0.47,0.0,,,,13.244000000000002,0.01,0.0,12.032,0.01,0.0,11.607999999999999,0.01,0.0,,,,10.229,0.024,0.0,9.613,0.024,0.0,9.466000000000001,0.018000000000000002,0.0,9.394,0.023,0.0,9.461,0.021,0.0,9.412,0.04,0.0,8.35,,-1.0,0.973,0.47,0.0,0.616,0.034,0.0,0.147,0.03,0.0,0.763,0.03,0.0,1.4000000000000001e-05,0.0,0.684533,1.8e-05,-1.8e-05,0,2457065.36846,0.0009400000000000001,-0.0009400000000000001,0.0,,,,,0.03258,0.00187,-0.00187,0.0,,,,,,,,,,,,,0.0179,0.0015,-0.0015,0.0,0.09,0.011000000000000001,-0.011000000000000001,0.0,1.01,0.12,-0.12,0.0,,,,,1.0
877,EPIC 210718708,2MASS J03261265+1838081,EPIC 210718708.01,K2-86 b,51.552799,0.0,03h26m12.67s,18.635616,0.0,+18d38m08.2s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,4,,,,,,,,,5482.0,248.0,-248.0,0.0,4.58,0.07,-0.07,0.0,,,,,,0.76,0.09,-0.09,0.0,,,,,12.800999999999998,,0,13.814,0.02,0.0,13.167,0.26,0.0,,,,13.382,0.02,0.0,12.731,0.03,0.0,12.552,0.01,0.0,,,,11.44,0.021,0.0,11.003,0.019,0.0,10.927,0.019,0.0,10.899000000000001,0.023,0.0,10.937000000000001,0.021,0.0,10.722999999999999,0.09699999999999999,0.0,9.039,,-1.0,0.647,0.261,0.0,0.43700000000000006,0.027999999999999997,0.0,0.076,0.027000000000000003,0.0,0.513,0.027999999999999997,0.0,4.9000000000000005e-06,0.0,8.77683,0.00098,-0.00098,0,2457070.0173,0.0036,-0.0036,0.0,,,,,0.1146,0.0058,-0.0058,0.0,,,,,,,,,,,,,0.0234,0.0016,-0.0016,0.0,0.175,0.024,-0.024,0.0,1.96,0.27,-0.27,0.0,,,,,1.0
878,EPIC 210731500,2MASS J04245669+1849387,EPIC 210731500.01,K2-87 b,66.236221,0.0,04h24m56.69s,18.827417,0.0,+18d49m38.7s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,4,,,,,,,,,5406.0,168.0,-168.0,0.0,4.47,0.18,-0.18,0.0,,,,,,0.93,0.29,-0.29,0.0,,,,,13.690999999999999,,0,15.312999999999999,0.02,0.0,14.134,0.04,0.0,,,,14.729000000000001,0.02,0.0,13.706,0.05,0.0,13.245999999999999,0.05,0.0,,,,11.811,0.02,0.0,11.359000000000002,0.022000000000000002,0.0,11.197000000000001,0.019,0.0,11.120999999999999,0.022000000000000002,0.0,11.155,0.02,0.0,11.334000000000001,0.209,0.0,8.389,,-1.0,1.179,0.045,0.0,0.452,0.03,0.0,0.162,0.028999999999999998,0.0,0.614,0.027999999999999997,0.0,8.7e-09,0.0,9.72739,0.00087,-0.00087,0,2457072.3012,0.0034,-0.0034,0.0,,,,,0.1767,0.0067,-0.0067,0.0,,,,,,,,,,,,,0.0441,0.0032,-0.0032,0.0,0.41,0.13,-0.13,0.0,4.6,1.5,-1.5,0.0,,,,,1.0
879,EPIC 210750726,2MASS J03390038+1907126,EPIC 210750726.01,K2-88 b,54.751598,0.0,03h39m00.38s,19.120178,0.0,+19d07m12.6s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,4,,,,,,,,,3537.0,93.0,-93.0,0.0,5.02,0.07,-0.07,0.0,,,,,,0.26,0.05,-0.05,0.0,,,,,14.594000000000001,,0,17.002,0.08,0.0,15.475999999999999,0.053,0.0,,,,16.283,0.055,0.0,14.936,0.054000000000000006,0.0,13.87,0.04,0.0,,,,12.037,0.021,0.0,11.456,0.019,0.0,11.24,0.016,0.0,,,,,,,,,,,,,1.526,0.096,0.0,0.581,0.027999999999999997,0.0,0.21600000000000003,0.025,0.0,0.797,0.026000000000000002,0.0,0.00022,0.0,4.6122,0.00018,-0.00018,0,2457066.2194,0.0015,-0.0015,0.0,,,,,0.043289999999999995,0.00279,-0.00279,0.0,,,,,,,,,,,,,0.0436,0.0024,-0.0024,0.0,0.11,0.022000000000000002,-0.022000000000000002,0.0,1.23,0.25,-0.25,0.0,,,,,1.0
880,EPIC 210754505,2MASS J04183477+1910444,EPIC 210754505.01,,64.64492800000001,0.0,04h18m34.78s,19.179056,0.0,+19d10m44.6s,CANDIDATE,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,4,,,,,,,,,5647.0,29.0,-29.0,0.0,3.97,0.06,-0.06,0.0,,,,,,1.74,0.13,-0.13,0.0,,,,,13.185,,0,14.51,0.02,0.0,13.550999999999998,0.033,0.0,,,,14.011,0.02,0.0,13.215,0.01,0.0,12.831,0.03,0.0,,,,11.472999999999999,0.021,0.0,11.061,0.022000000000000002,0.0,10.907,0.018000000000000002,0.0,10.845,0.025,0.0,10.834000000000001,0.022000000000000002,0.0,10.890999999999998,0.141,0.0,8.687999999999999,,-1.0,0.9590000000000001,0.039,0.0,0.41200000000000003,0.03,0.0,0.154,0.027999999999999997,0.0,0.5660000000000001,0.027999999999999997,0.0,0.24,0.0,0.870673,1.7e-05,-1.7e-05,0,2457065.76328,0.00073,-0.00073,0.0,,,,,0.0,0.0104,-0.0104,0.0,,,,,,,,,,,,,0.11,0.11,-0.11,0.0,1.9,1.8,-1.8,0.0,21.0,20.0,-20.0,0.0,,,,,1.0
881,EPIC 210838726,2MASS J03481599+2027347,EPIC 210838726.01,K2-89 b,57.066715,0.0,03h48m16.01s,20.459639000000003,0.0,+20d27m34.7s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,4,,,,,,,,,3691.0,51.0,-51.0,0.0,4.96,0.05,-0.05,0.0,,,,,,0.32,0.03,-0.03,0.0,,,,,13.307,,0,15.628,0.06,0.0,14.162,0.05,0.0,,,,14.91,0.03,0.0,13.562999999999999,0.06,0.0,12.62,0.04,0.0,,,,10.933,0.02,0.0,10.318,0.027000000000000003,0.0,10.106,0.018000000000000002,0.0,9.988,0.023,0.0,9.934,0.019,0.0,9.821,0.06,0.0,8.399,,-1.0,1.466,0.078,0.0,0.615,0.034,0.0,0.212,0.032,0.0,0.8270000000000001,0.027000000000000003,0.0,0.00013000000000000002,0.0,1.096026,6.5e-05,-6.5e-05,0,2457066.0066,0.0023,-0.0023,0.0,,,,,0.03729,0.0035399999999999997,-0.0035399999999999997,0.0,,,,,,,,,,,,,0.0176,0.0014,-0.0014,0.0,0.055,0.006999999999999999,-0.006999999999999999,0.0,0.615,0.08,-0.08,0.0,,,,,1.0
882,EPIC 210894022,2MASS J03593351+2117552,EPIC 210894022.01,K2-111 b,59.88975500000001,0.0,03h59m33.54s,21.298685,0.0,+21d17m55.3s,CONFIRMED,FALSE POSITIVE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,4,,,,,,,,,5788.0,71.0,-71.0,0.0,4.22,0.08,-0.08,0.0,,,,,,1.17,0.11,-0.11,0.0,,,,,12.3,,0,11.796,0.03,0.0,11.137,0.04,0.0,,,,11.437000000000001,0.04,0.0,10.876,0.02,0.0,12.669,0.9,0.0,,,,9.767999999999999,0.023,0.0,9.477,0.025,0.0,9.377,0.021,0.0,9.321,0.023,0.0,9.347000000000001,0.021,0.0,9.213,0.034,0.0,8.847000000000001,0.509,0.0,0.659,0.05,0.0,0.29100000000000004,0.034,0.0,0.1,0.033,0.0,0.391,0.031,0.0,1.0,0.0,5.35161,0.00063,-0.00063,0,2457067.9666,0.0047,-0.0047,0.0,,,,,0.1733,0.0129,-0.0129,0.0,,,,,,,,,,,,,0.0166,0.0038,-0.0038,0.0,0.18600000000000003,0.046,-0.046,0.0,2.09,0.52,-0.52,0.0,,,,,1.0
883,EPIC 210903662,2MASS J04001225+2126512,EPIC 210903662.01,,60.051086,0.0,04h00m12.26s,21.44754,0.0,+21d26m51.1s,CANDIDATE,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,4,,,,,,,,,6390.0,291.0,-291.0,0.0,4.17,0.16,-0.16,0.0,,,,,,1.51,0.37,-0.37,0.0,,,,,12.05,,0,,,,,,,,,,,,,,,,,,,,,,10.923,0.024,0.0,10.66,0.025,0.0,10.574000000000002,0.021,0.0,10.504000000000001,0.024,0.0,10.517000000000001,0.019,0.0,10.557,0.092,0.0,8.595,,-1.0,,,,0.263,0.035,0.0,0.086,0.033,0.0,0.349,0.032,0.0,0.59,0.0,2.410271,1.5e-05,-1.5e-05,0,2457065.83883,0.00023999999999999998,-0.00023999999999999998,0.0,,,,,0.07696,0.00088,-0.00088,0.0,,,,,,,,,,,,,0.101,0.019,-0.019,0.0,1.54,0.48,-0.48,0.0,17.3,5.4,-5.4,0.0,,,,,1.0
884,EPIC 210957318,2MASS J03292204+2217577,EPIC 210957318.01,K2-30 b,52.341961,0.0,03h29m22.07s,22.299404,0.0,+22d17m57.9s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,4,,,,,,,,,5567.0,250.0,-250.0,0.0,4.48,0.2,-0.2,0.0,,,,,,0.92,0.33,-0.33,0.0,,,,,13.171,,0,14.505999999999998,0.03,0.0,13.53,0.04,0.0,,,,13.979000000000001,0.034,0.0,13.189,0.04,0.0,12.825,0.05,0.0,,,,11.632,0.019,0.0,11.19,0.015,0.0,11.088,0.02,0.0,11.015999999999998,0.023,0.0,11.058,0.021,0.0,11.067,0.161,0.0,9.003,,-1.0,0.976,0.05,0.0,0.442,0.024,0.0,0.102,0.025,0.0,0.544,0.027999999999999997,0.0,2.5e-05,0.0,4.098506,2.2e-05,-2.2e-05,0,2457067.9053599997,0.00018999999999999998,-0.00018999999999999998,0.0,,,,,0.09337000000000001,0.00125,-0.00125,0.0,,,,,,,,,,,,,0.1233,0.0019,-0.0019,0.0,1.1,0.4,-0.4,0.0,12.3,4.5,-4.5,0.0,,,,,1.0
885,EPIC 210958990,2MASS J04110096+2219311,EPIC 210958990.01,,62.754017000000005,0.0,04h11m00.96s,22.32534,0.0,+22d19m31.2s,CANDIDATE,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,4,,,,,,,,,6116.0,232.0,-232.0,0.0,4.24,0.16,-0.16,0.0,,,,,,1.28,0.28,-0.28,0.0,,,,,12.613,,0,13.681,0.05,0.0,12.832,0.06,0.0,,,,13.252,0.03,0.0,12.540999999999999,0.07,0.0,12.34,0.32,0.0,,,,11.142999999999999,0.023,0.0,10.843,0.033,0.0,10.709000000000001,0.021,0.0,10.544,0.023,0.0,10.548,0.02,0.0,10.519,0.095,0.0,8.299,,-1.0,0.8490000000000001,0.078,0.0,0.3,0.04,0.0,0.134,0.039,0.0,0.434,0.031,0.0,0.98,0.0,1.702301,1.8e-05,-1.8e-05,0,2457065.7829,0.0042,-0.0042,0.0,,,,,0.10579000000000001,0.0009199999999999999,-0.0009199999999999999,0.0,,,,,,,,,,,,,0.1369,0.0011,-0.0011,0.0,1.7,0.37,-0.37,0.0,19.1,4.2,-4.2,0.0,,,,,1.0
886,EPIC 210968143,2MASS J03563656+2228216,EPIC 210968143.01,K2-90 b,59.152405,0.0,03h56m36.58s,22.472631,0.0,+22d28m21.5s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,4,,,,,,,,,4136.0,164.0,-164.0,0.0,4.79,0.07,-0.07,0.0,,,,,,0.49,0.07,-0.07,0.0,,,,,13.722999999999999,,0,15.18,0.05,0.0,13.855,0.04,0.0,,,,14.540999999999999,0.08,0.0,13.25,0.03,0.0,13.372,0.69,0.0,,,,11.168,0.023,0.0,10.495,0.027000000000000003,0.0,10.36,0.02,0.0,10.290999999999999,0.024,0.0,10.327,0.019,0.0,10.293,0.077,0.0,8.396,,-1.0,1.325,0.064,0.0,0.6729999999999999,0.035,0.0,0.135,0.034,0.0,0.8079999999999999,0.03,0.0,8.1e-06,0.0,13.7311,0.0014,-0.0014,0,2457078.6648,0.0025,-0.0025,0.0,,,,,0.1283,0.0058,-0.0058,0.0,,,,,,,,,,,,,0.0372,0.003,-0.003,0.0,0.182,0.028999999999999998,-0.028999999999999998,0.0,2.04,0.33,-0.33,0.0,,,,,1.0
887,EPIC 210968143,2MASS J03563656+2228216,EPIC 210968143.02,K2-90 c,59.152405,0.0,03h56m36.58s,22.472631,0.0,+22d28m21.5s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,4,,,,,,,,,4136.0,164.0,-164.0,0.0,4.79,0.07,-0.07,0.0,,,,,,0.49,0.07,-0.07,0.0,,,,,13.722999999999999,,0,15.18,0.05,0.0,13.855,0.04,0.0,,,,14.540999999999999,0.08,0.0,13.25,0.03,0.0,13.372,0.69,0.0,,,,11.168,0.023,0.0,10.495,0.027000000000000003,0.0,10.36,0.02,0.0,10.290999999999999,0.024,0.0,10.327,0.019,0.0,10.293,0.077,0.0,8.396,,-1.0,1.325,0.064,0.0,0.6729999999999999,0.035,0.0,0.135,0.034,0.0,0.8079999999999999,0.03,0.0,0.00041,0.0,2.90032,0.00038,-0.00038,0,2457066.7443,0.0046,-0.0046,0.0,,,,,0.0529,0.0062,-0.0062,0.0,,,,,,,,,,,,,0.0188,0.0021,-0.0021,0.0,0.091,0.016,-0.016,0.0,1.02,0.18,-0.18,0.0,,,,,1.0
888,EPIC 211077024,2MASS J04125232+2412185,EPIC 211077024.01,K2-91 b,63.218063,0.0,04h12m52.34s,24.205112,0.0,+24d12m18.4s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,4,,,,,,,,,3622.0,104.0,-104.0,0.0,5.0,0.05,-0.05,0.0,,,,,,0.28,0.04,-0.04,0.0,,,,,14.464,,0,17.079,0.1,0.0,15.572000000000001,0.055,0.0,,,,16.258,0.08,0.0,15.045,0.01,0.0,13.695,0.03,0.0,,,,11.433,0.021,0.0,10.835,0.022000000000000002,0.0,10.571,0.021,0.0,,,,,,,,,,,,,1.507,0.114,0.0,0.598,0.03,0.0,0.264,0.03,0.0,0.862,0.03,0.0,0.0092,0.0,1.419549,7.1e-05,-7.1e-05,0,2457065.4319,0.0019,-0.0019,0.0,,,,,0.03938,0.00312,-0.00312,0.0,,,,,,,,,,,,,0.0352,0.0025,-0.0025,0.0,0.098,0.016,-0.016,0.0,1.1,0.18,-0.18,0.0,,,,,1.0
889,EPIC 211089792,2MASS J04104086+2424061,EPIC 211089792.01,K2-29 b,62.670646999999995,0.0,04h10m40.96s,24.402042,0.0,+24d24m07.4s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,4,,,,,,,,,5323.0,95.0,-95.0,0.0,4.55,0.02,-0.02,0.0,,,,,,0.85,0.03,-0.03,0.0,,,,,12.914000000000001,,0,13.155,0.358,0.0,12.559000000000001,0.259,0.0,,,,12.927999999999999,0.02,0.0,11.918,0.04,0.0,12.908,0.9,0.0,,,,10.622,0.035,0.0,10.168,0.040999999999999995,0.0,10.062000000000001,0.034,0.0,10.095,0.037000000000000005,0.0,10.142000000000001,0.037000000000000005,0.0,9.991,0.08199999999999999,0.0,7.5489999999999995,,-1.0,0.596,0.442,0.0,0.45399999999999996,0.054000000000000006,0.0,0.106,0.053,0.0,0.56,0.049,0.0,2.8999999999999998e-08,0.0,3.258768,1.4e-05,-1.4e-05,0,2457067.6906,0.0015,-0.0015,0.0,,,,,0.08628999999999999,0.00058,-0.00058,0.0,,,,,,,,,,,,,0.1229,0.0011,-0.0011,0.0,1.0190000000000001,0.037000000000000005,-0.037000000000000005,0.0,11.42,0.42,-0.42,0.0,,,,,1.0
890,EPIC 211147528,2MASS J03583532+2523189,EPIC 211147528.01,,59.64717099999999,0.0,03h58m35.32s,25.38859,0.0,+25d23m18.9s,CANDIDATE,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,4,,,,,,,,,7056.0,417.0,-417.0,0.0,4.06,0.18,-0.18,0.0,,,,,,1.81,0.51,-0.51,0.0,,,,,11.832,,0,12.422,0.177,0.0,12.05,0.16399999999999998,0.0,,,,12.138,0.03,0.0,11.793,0.04,0.0,11.7,0.06,0.0,,,,10.884,0.024,0.0,10.71,0.035,0.0,10.619000000000002,0.021,0.0,10.595,0.023,0.0,10.6,0.02,0.0,10.639000000000001,0.099,0.0,8.157,,-1.0,0.37200000000000005,0.24100000000000002,0.0,0.174,0.042,0.0,0.091,0.040999999999999995,0.0,0.265,0.032,0.0,0.26,0.0,2.349455,9.2e-05,-9.2e-05,0,2457065.4087,0.0015,-0.0015,0.0,,,,,0.0875,0.0079,-0.0079,0.0,,,,,,,,,,,,,0.0807,0.0051,-0.0051,0.0,1.41,0.41,-0.41,0.0,15.8,4.6,-4.6,0.0,,,,,1.0
891,EPIC 201180665,2MASS J12164075-0433371,EPIC 201180665.01,,184.169815,0.0,12h16m40.76s,-4.56036,0.0,-04d33m37.3s,CANDIDATE,CANDIDATE,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08,,0,13.880999999999998,0.01,0.0,13.265,0.03,0.0,,,,13.466,0.02,0.0,13.091,0.08,0.0,12.915,0.04,0.0,,,,12.008,0.024,0.0,11.686,0.024,0.0,11.65,0.019,0.0,11.635,0.023,0.0,11.66,0.023,0.0,11.648,0.252,0.0,8.589,,-1.0,0.616,0.032,0.0,0.322,0.034,0.0,0.036000000000000004,0.031,0.0,0.358,0.031,0.0,,,17.77297,9e-05,-9e-05,0,2457586.4986,0.0002,-0.0002,0.0,3.662,,,0.0,0.1208,,,0.0,,,,,0.68,0.01,-0.01,0.0,33.3,0.3,-0.3,0.0,0.1892,0.0008,-0.0009,0.0,,,,,26.44,0.65,-0.65,0.0,830.0,34.0,-33.0,0.0,1.0
